词牌名,作者,韵律
徵招 ,张炎,仄平平仄平平仄，平平仄平平仄。平仄仄平平，仄平平平仄。仄平平仄仄，仄平仄、平平平仄。仄仄平平，仄平平仄，仄平平仄。平仄仄平平，平平仄、仄仄平平仄仄。仄仄仄平平，仄平平仄仄。仄平平仄仄，平仄仄、仄平平仄。平平仄、仄仄平平，仄仄平平仄。
徵招 ,彭元逊,平平平仄平平仄，平仄平平仄仄。仄仄平平，仄仄平平仄仄。仄平平仄仄，仄平仄平平仄仄。平仄平平，仄平平仄，平平仄仄。平仄仄平平，平平仄、仄仄平平平仄。仄仄仄平，平仄平平平仄。仄仄平平仄，仄平仄、平平平仄。仄平仄、仄仄平平，仄仄平平仄。
双瑞莲 ,赵以夫,平平平仄仄。仄仄仄平平，平平平仄。平平仄仄，仄仄仄平平仄。仄仄平平平仄，仄仄仄、平平平仄。平仄仄。仄平仄仄，平平平仄。仄仄仄仄平平，仄平仄平平，平平平仄。平平仄仄，平仄平平平仄。仄仄平平平仄，仄仄仄、仄平平仄。平仄仄。仄仄仄平平仄。
玉京秋 ,周密,平仄仄。平平仄平仄，仄平平仄。仄仄平平，仄平仄仄，平平平仄。平仄平平仄仄，仄平平、平仄平仄。仄平仄。仄平平仄，仄平平仄。仄仄平平平仄。仄平平、平平仄仄。仄仄平平，平平平仄，平平平仄。仄仄平平，仄仄仄、平仄平平平仄。仄平仄。平仄平平仄仄。
小圣乐 ,元好问,仄仄平平，仄平平仄仄，平仄平平。仄平平仄，仄仄仄平平。仄仄平平仄仄，仄平仄、平平平仄。仄仄仄，仄平平仄仄，仄仄平平。平平仄平仄仄，仄平平仄仄，平仄平平。仄平平仄，平仄仄平平。仄仄平平仄仄，仄平仄、仄平平平。仄仄仄，平平仄平，平仄平平。
玉女迎春慢 ,彭元逊,平仄平平，平平仄、仄仄仄平平仄。仄仄平平仄仄。仄仄平平平仄。平平平仄。仄仄仄、仄平平仄。平平平仄，平仄仄平，平仄平仄。平平仄仄平平，平平仄仄，仄平平仄。仄仄平平仄仄，仄仄平平仄仄。仄平平仄。仄仄仄、仄平平仄。仄仄平平，仄仄仄平平仄。
玉梅香慢 ,无名氏,平仄平平，平仄仄仄。平仄平平平仄。仄仄平平，平平平仄，平仄平平平仄。仄平仄仄，平仄仄、仄平仄。平仄平平，仄仄平平，仄平平仄。平平仄平仄仄。仄平平、仄平平仄。仄仄平平，仄仄仄平平仄。仄仄平平仄仄，平仄仄、仄平仄仄仄。仄仄平平，平平仄仄。
金浮图 ,尹鹗,平平仄。平平仄仄。仄仄平平，仄平平仄。仄平平、仄仄平平仄。仄仄平平，仄仄仄平平仄。仄仄仄平平仄。平平仄仄，平仄平平仄。平仄仄。平平仄仄。仄仄仄平，仄平平仄。仄平平仄仄平平仄。平仄平平，仄仄平平平仄。平仄仄平仄仄。平平仄仄，仄仄平平仄。
阳台路 ,柳永,仄平仄。仄仄平仄仄，平平平仄。仄平平、仄仄平平，平仄仄平平仄。平仄仄平平，仄仄仄平、仄平平仄。平平仄。仄仄平、平平平仄平仄。仄仄平平平仄，仄仄仄、平平仄仄。仄平平仄，仄仄仄、仄平平仄。平平仄、平平仄仄，仄仄仄平平仄。平平仄仄平平，平平平仄。
黄莺儿 ,柳永,平平平仄平平仄。仄仄平平，平仄平平，平平平平，仄平平仄。平仄仄仄平平，仄仄平平仄。仄平平仄平平，仄仄平平，平仄平仄。平仄。仄仄仄平平，仄仄平平仄。仄平平仄，仄仄平平，平平仄平平仄。平仄仄仄平平，仄仄平平仄。仄仄仄仄平平，平仄平平仄。
黄莺儿 ,晁补之,平平平仄平平仄。仄仄平平，平平平仄仄平平，平平仄平平仄。平仄仄仄平平，仄仄平平仄。仄平平仄平平，仄仄平平，平仄平仄。平仄。仄仄仄平平，仄仄平平仄。仄平平仄，仄仄平平，平平仄平平仄。平仄仄仄平平，仄仄平平仄。仄平平仄平平，仄仄平平仄。
黄莺儿 ,无名氏,平平平仄平平仄。仄仄平平，平仄平平，仄仄平平，平仄平仄。平仄仄仄平平，仄仄平平仄。仄平平仄平平，仄仄平平，平仄平仄。平仄。仄仄仄平平，仄仄平平仄。仄平平平，仄仄平平，平平平仄平仄。仄仄仄平平，仄仄平平仄。仄仄平仄平平，仄仄平平仄。
天香 ,贺铸,平仄平平，平平仄仄，平仄平平平仄。仄仄平平，平平平仄，仄仄平平平仄。仄平平仄。平仄仄、仄平平仄。平仄平平仄仄，平平仄平平仄。平平仄平仄仄。仄平平、仄平平仄。平仄平平仄仄，仄平平仄。平仄平平仄仄。仄平仄、平平仄平仄。仄仄平平，平平仄仄。
天香 ,王观,平仄平平，平平仄仄，平平仄仄平仄。仄仄平平，仄平平仄，仄仄仄平平仄。平平仄仄，平仄仄、平平仄仄。平仄平平仄仄，平平平仄平仄。平平仄平仄仄。仄平平、仄平平仄。仄仄仄平平仄，仄平平仄。仄仄平平仄仄，仄仄仄、平平仄平仄。仄仄平平，平平仄仄。
天香 ,毛滂,仄仄平平，平平仄仄，平平平仄平仄。平仄平平，平平平仄，仄仄仄平平仄。平平仄仄，平仄仄、平平平仄。仄仄平平平仄，平平仄仄平仄。平平仄平平仄。仄平平、仄平平仄。仄仄平平，仄仄仄平平仄。平仄平平仄仄。仄平仄、平平平仄仄。仄仄平平，平平仄仄。
天香 ,吴文英,仄仄平平，平平仄仄，平平仄仄平仄。仄仄平平，平平平仄，仄仄仄平平仄。仄平仄仄，仄仄仄、平平仄仄。平仄平平仄仄，平平仄仄平仄。平平仄平平仄。仄平平、仄平平仄。仄仄仄平平仄，仄平平仄。平仄平平仄仄。仄仄仄、平平仄平仄。平仄平平，平平仄仄。
天香 ,刘儗,仄仄平平，平平仄仄，平平仄平平仄。仄仄平平，仄平平仄，仄仄仄平平仄。平平仄仄，平仄仄平平平仄。仄仄平平仄仄，平平仄平平仄。平平仄平仄仄，仄仄仄平平仄。仄仄平平仄仄，仄平平仄。仄仄平平仄仄，仄平仄、平平仄平仄。仄仄平平，平平仄仄。
天香 ,吴文英,平仄平平，平平仄仄，平平仄仄平仄。仄仄平平，平平仄仄，仄平仄，平平仄。仄平仄仄，平仄仄、平平平仄。平仄平平仄仄，平平仄平平仄。平仄仄平仄仄。仄平平、仄平平仄。仄仄仄平平仄，仄平平仄。仄仄平平仄仄。仄仄仄、平平仄平仄。仄仄平平，平平仄仄。
天香 ,景覃,仄仄平平，平平仄仄，平平仄平平仄。平仄平平，平平平仄，仄仄仄平平仄。仄平平仄，仄平仄、平平平仄。仄仄平平，仄平平仄，仄平平仄。平平仄平仄仄。仄平平、仄平平仄。平仄平平平仄，仄平平仄。平仄平平仄仄，仄仄仄平平仄平仄。仄仄平平，平平仄仄。
天香 ,景覃,仄仄平平，平平仄仄，平平仄平平仄。平仄平平，平平平仄，仄仄仄平平仄。仄平平仄，仄仄仄、平平平仄。仄仄平平，仄平仄仄，仄平平仄。平平仄平仄仄。仄平平、仄平平仄。仄仄平平，平仄仄平平仄。仄仄平平仄仄，仄仄仄、平平仄平仄。仄仄平平，平平仄仄。
熙州慢 ,张先,仄平平、仄仄仄平平，仄仄平仄。仄仄平平，仄仄平平仄，平平平仄。仄仄仄平平仄，仄仄平仄平平。平仄仄仄，平平仄仄，仄平平仄。平仄平平仄仄。仄平仄、仄仄平平平仄。平仄仄平，平平仄平平仄。平平仄平仄平，仄仄仄、平平平仄。仄平仄。平平仄仄平仄。
汉宫春 ,晁冲之,仄仄平平，仄平平仄仄，平仄平平。平平仄平仄仄，平仄平平。平平仄仄，仄平平、仄仄平平。平仄仄、平平仄仄，平平仄仄平平。平仄仄平平仄，仄仄平仄仄，仄仄平平。平平仄平仄仄，仄仄平平。平平仄仄，平平平、平仄平平。平仄仄、平平仄仄，平平平仄平平。
汉宫春 ,无名氏,仄仄平平，仄平平仄仄，仄仄平平。平平仄仄，仄平仄仄平平。平平仄仄，仄平平、仄仄平平。平仄仄、平平仄仄，平平仄仄平平。平仄仄平平仄，仄平平仄仄，平仄平平。平平仄仄，仄平仄仄平平。平平仄仄，仄平平、仄仄平平。平仄仄、平平仄仄，仄平平仄平平。
汉宫春 ,无名氏,平仄平平，仄平平仄仄，仄仄平平。平平仄仄，仄平仄仄平平。平平仄仄，仄平平、平仄平平。平仄仄、平平仄仄，平平仄仄平平。仄仄仄，平平仄，仄仄平仄仄，平仄平平。平平仄平，仄仄仄仄平平。平平仄仄，仄平平、平仄平平。平仄仄、平平仄仄，平平仄仄平平。
汉宫春 ,无名氏,仄仄平平，仄平平仄仄，平仄平平。平平仄平仄仄，仄仄平平。平平仄仄，仄仄平、平仄平平。平仄仄、平平仄仄仄，平平平仄平平。平仄仄平平仄，仄仄平仄仄，平仄平平。平平仄仄仄仄，仄仄平平。平平仄仄，仄平平、仄仄平平。平仄仄、平平仄仄，仄平仄仄平平。
汉宫春 ,彭元逊,仄仄平平，仄仄平平仄，仄仄平平。仄平平仄，平仄平仄平平。平平仄仄，仄仄平、仄仄平平。仄仄仄平仄仄，平平仄仄平平。平仄仄平平仄，平平仄仄，仄仄平平。平平仄平平仄，平仄平平。平平仄仄，仄平平、仄仄平平。平仄仄、平平平仄，平平仄仄平平。
汉宫春 ,张先,平仄平平。仄平平平仄，平仄平平。平平仄仄，仄平平仄平平。平平仄仄，仄仄平、仄仄平平。平仄仄、平平仄仄，平平仄仄平平。平平仄仄平平。仄平平仄仄，平仄平平。平平仄仄，仄平仄仄平平。平平仄仄，仄仄平、仄仄平平。平仄仄、平平仄仄，平平仄仄平平。
汉宫春 ,沈会宗,仄仄平平。仄仄平仄仄，仄仄平平。平平仄平仄仄，仄仄平平。平平仄仄，仄仄平、仄仄平平。仄仄仄、平平仄平，平仄仄仄平平。平平仄仄平平。仄平平仄仄，平仄平平。平平仄仄，仄平仄仄平平。平平仄仄，仄仄平、仄仄平平。平仄仄、平平仄平仄仄，仄仄平平。
汉宫春 ,京镗,仄仄平平。仄平平仄仄，仄仄平平。平平平平仄仄，仄仄平平。平平仄仄，仄平平、仄仄平平。平仄仄、仄平仄仄，仄平平仄平平。仄仄平平仄仄，仄仄平仄仄，仄仄平平。平平仄平仄仄，仄仄平平。平平仄仄，仄平平、仄仄平平。平仄仄、平平仄仄，平平仄仄平平。
汉宫春 ,康与之,平仄平平，仄平平仄平，仄平平仄。平平仄仄，仄仄仄平平仄。平平仄仄，仄平平、仄平平仄。平仄仄、平平仄仄，平平仄平平仄。平平仄平平仄。仄平平仄仄，平平仄仄。平平仄仄，仄仄仄平平仄。平平仄仄，仄平平、平平平仄。平仄仄、平平仄仄，仄仄仄平平仄。
汉宫春 ,无名氏,平仄平平，仄平平仄仄，平仄平仄。平平仄仄，仄仄仄平平仄。平平仄仄。仄仄仄、平平平仄。平仄仄、平平平仄，平仄仄平平仄。仄仄。仄平平仄，仄平平仄仄，仄平平仄。平平仄仄，仄仄仄平平仄。平平仄仄。仄仄仄、平平平仄。平仄仄、平平仄仄，平平仄仄。
倦寻芳 ,王雱,仄平仄仄，平仄平平，仄仄平仄。仄仄平平，平仄仄平平仄。仄平平，平平仄，仄平仄仄平平仄。仄平平，仄平平仄仄，平平平仄。仄平仄、平平仄仄，仄仄平平，平仄平仄。仄仄平平，仄仄仄平平仄。仄仄平平平仄仄。仄平平仄平平仄。仄平平，仄平平，仄平平仄。
倦寻芳 ,潘元质,仄平仄仄，平仄平平，平仄平仄。仄仄平平，平仄仄平平仄。仄仄平平平仄仄，仄平平仄平平仄。仄平平，仄平平仄仄，仄平平仄。仄仄仄、平平平仄，平仄平平，平仄平仄。仄仄平平，仄仄仄平平仄。平仄平平平仄仄，仄平平仄平平仄。仄平平，仄平平，仄平平仄。
剑器近 ,袁去华,仄平仄。仄仄仄、平平平仄。仄平仄平平仄。仄平仄。仄平仄。仄仄仄、平平仄仄。平平仄平平仄。仄平仄。平仄。仄平平仄仄。平平仄仄，仄仄仄，仄仄平平仄。平平平仄仄平平，仄平平仄平，仄平平仄平仄。仄平平仄。仄仄平平，仄仄平平仄仄。仄平仄仄平平仄。
秋兰香 ,陈亮,仄仄平平，平仄仄仄，平平仄仄平平。平平平仄仄，平仄仄平平。仄平仄、平仄仄平平。仄平平仄平平。仄平仄、仄平平仄，仄仄平平。仄仄仄平平仄，仄仄仄平平，仄仄平平。仄平平、仄仄仄平平。平平仄平平。平仄仄平，平仄平平。仄仄仄、平平平仄，仄仄平平。
凤鸾双舞 ,汪元量,平平仄，平平仄仄，仄平平平仄。平仄仄仄，平平仄仄，仄平平仄，仄平平仄。平平仄、平平仄平，平平仄仄。仄仄仄仄平平仄平，平平平仄，仄平平仄。仄平仄仄。仄仄仄、平平平仄。仄平平仄，仄平仄平仄。仄仄平平，平平仄、仄仄仄平平仄。平仄。仄仄仄平平仄。
行香子慢 ,无名氏,仄仄平平。仄平平仄平，平仄平平。平平平仄仄，平仄平平。平平仄、平仄平仄，平仄平仄平平。平仄仄，仄仄平平，仄仄仄平平。平平。仄仄平平。仄平仄仄平，平仄平平。平平仄仄，仄平仄平平。平平仄、仄平平仄，仄平平仄平平。平仄平平，平平仄仄，平仄平平。
甘露滴乔松 ,无名氏,平平仄仄，仄仄平平仄，平平平仄。仄仄平仄仄平，平仄平仄。仄平仄、仄平平。仄平仄、仄平仄仄。平平平仄，平平平仄，平平平仄。仄平仄仄平平，仄平仄平平，仄平平仄。仄平平仄，仄仄平平平仄。仄仄仄、仄平平。仄仄仄、平平平仄。仄平仄仄，仄仄仄平平仄。
庆千秋 ,无名氏,仄仄平平，仄平平仄仄，仄仄平平。平平仄仄，平仄仄仄平平。平平仄、仄仄平平，平仄平平。仄仄仄平平仄仄，平平平仄平平。仄仄平平平仄，仄仄平平仄，仄仄平平。平平仄平仄仄，平仄平平。平平仄、仄仄平平，平仄平平。平仄仄、平平仄仄，仄平仄仄平平。
塞垣春 ,周邦彦,仄仄平平仄。仄仄仄、平平仄。平平仄仄，仄平平仄，平仄平仄。仄仄平仄仄平平仄。仄仄仄、平平仄。仄平平、平平仄，仄平平仄平仄。平仄仄平平，平平仄、平仄平仄。仄仄仄平平，仄平仄平仄。仄平平、仄仄平仄，平平仄、仄平平平仄。仄仄仄平仄，仄平平仄仄。
塞垣春 ,方千里,仄仄平平仄。仄仄仄、平平仄。平平仄仄，仄平平仄，平仄平仄。仄仄平仄仄平平仄。仄仄仄、平平仄。仄平平、平平仄，仄平平平仄。平仄仄平平，平平仄、平仄平仄。仄仄仄平平，仄平仄平仄。仄平平、平仄平仄，平平仄、仄平平平仄。仄仄仄平仄，仄平平仄仄。
塞垣春 ,杨泽民,仄仄平平仄。仄仄仄、平平仄。平平仄仄，仄平平仄，平仄平仄。仄平平仄仄平平仄。仄仄仄、平平仄。仄平平、平平仄，仄平仄平仄。仄仄仄平平，平平仄平仄平仄。仄仄仄平平，仄平仄平仄。仄平平仄仄，平仄平平，仄仄平、平平仄。仄仄仄平仄，仄平平仄仄。
塞垣春 ,吴文英,仄仄平平仄。仄仄仄、平平仄。平平仄仄，仄平平仄，平仄平仄。仄仄平、仄仄平平仄。仄仄仄、平平仄。仄平平、平平仄，仄平平仄平仄。平仄仄平平，仄平仄平平，平仄平仄。仄仄仄平平，仄平仄平仄。仄平平仄仄，平仄平平，仄平平、仄平仄。平仄仄平仄，仄平平平仄。
望云间 ,赵可,平仄平平，平仄仄平，平平平仄平平。仄平平仄仄，平仄平平。平仄平平仄仄，平平仄仄平平。仄平平平仄，仄仄平平，平仄平平。平平仄仄，仄仄平平，仄平仄仄平平。平仄平平平仄，平仄平平。平仄仄平平仄，平平仄仄平平。仄平仄仄，仄平平仄，仄仄平平。
